variant,model,n,hospitals,events,prevalence,status,auroc,auprc,brier,calibration_intercept,calibration_slope,mean_predicted_risk
gap_60,corrected_primary_source_intercept_recalibrated,1839,37,482,0.26209896682979883,estimated,0.5065573620110263,0.25583849421313604,0.33594004921448534,-1.0057909428784322,0.0384182062902625,0.4872346661612839
gap_60,corrected_primary_source_logistic_recalibrated,1839,37,482,0.26209896682979883,estimated,0.49344263798897375,0.25336295509132334,0.19418799992288951,-23.429196634805912,-24.9315477384429,0.28944011696230043
gap_60,corrected_strict_source_raw,1839,37,482,0.26209896682979883,estimated,0.5072652329858701,0.2559781282914914,0.5800267935036658,-1.1773271573856945,0.03976033911877561,0.8208776105855685
gap_60,corrected_strict_source_intercept_recalibrated,1839,37,482,0.26209896682979883,estimated,0.5072652329858701,0.25597812829149147,0.3344192259259985,-1.0051856807081052,0.039441262593838226,0.4867519689395232
gap_60,corrected_strict_source_logistic_recalibrated,1839,37,482,0.26209896682979883,estimated,0.49273476701412994,0.2531733843503048,0.19418648423704024,-35.52778434044836,-38.444311934272015,0.28964003273577854
gap_60,target_native_refit,1839,37,482,0.26209896682979883,estimated,0.5858480844675068,0.3233167872804071,0.19198131898783619,-0.5680379333771564,0.4387350158613964,0.2652095579812866
gap_60,target_native__harmonized_last_values,1839,37,482,0.26209896682979883,estimated,0.5884945740084455,0.33487499526960307,0.1911084151808158,-0.5189297460178957,0.5604432505604341,0.2880300883867616
gap_60,target_native__harmonized_dynamic_vitals,1839,37,482,0.26209896682979883,estimated,0.5910630907206218,0.3381087463693356,0.1912432201643388,-0.5614599259471891,0.4899895161218525,0.28262212592466657
gap_60,source_trained__corrected_primary__harmonized_last_values,1839,37,482,0.26209896682979883,estimated,0.491861777107789,0.25237482193870275,0.21633074001287028,-1.0396819204684857,-0.00828201228509264,0.3800093939942966
gap_60,source_trained__corrected_primary__harmonized_dynamic_vitals,1839,37,482,0.26209896682979883,estimated,0.5260138761057618,0.28411754036085246,0.20828319957232186,-0.9528992306131958,0.12126008704709572,0.3510378994408206
gap_60,source_trained__corrected_strict__harmonized_last_values,1839,37,482,0.26209896682979883,estimated,0.4945388442286347,0.25431793795156266,0.21669401739864308,-1.036420520306721,-0.002456773945358442,0.3825737994784794
gap_60,source_trained__corrected_strict__harmonized_dynamic_vitals,1839,37,482,0.26209896682979883,estimated,0.5270688026125484,0.2846254098778355,0.20870703854009195,-0.9469798402605568,0.1344929021628408,0.3551715579056935
